@relation IBM-HR-Employee-Attrition_preprocess-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Llast-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Llast-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.supervised.instance.SMOTE-C0-K5-P120.0-S1

@attribute Age numeric
@attribute BusinessTravel {Travel_Rarely,Travel_Frequently,Non-Travel}
@attribute DailyRate numeric
@attribute Department {Sales,'Research & Development','Human Resources'}
@attribute DistanceFromHome numeric
@attribute Education numeric
@attribute EducationField {'Life Sciences',Other,Medical,Marketing,'Technical Degree','Human Resources'}
@attribute EmployeeCount numeric
@attribute EmployeeNumber numeric
@attribute EnvironmentSatisfaction numeric
@attribute Gender {Female,Male}
@attribute HourlyRate numeric
@attribute JobInvolvement numeric
@attribute JobLevel numeric
@attribute JobRole {'Sales Executive','Research Scientist','Laboratory Technician','Manufacturing Director','Healthcare Representative',Manager,'Sales Representative','Research Director','Human Resources'}
@attribute JobSatisfaction numeric
@attribute MaritalStatus {Single,Married,Divorced}
@attribute MonthlyIncome numeric
@attribute MonthlyRate numeric
@attribute NumCompaniesWorked numeric
@attribute Over18 {Y}
@attribute OverTime {Yes,No}
@attribute PercentSalaryHike numeric
@attribute PerformanceRating numeric
@attribute RelationshipSatisfaction numeric
@attribute StandardHours numeric
@attribute StockOptionLevel numeric
@attribute TotalWorkingYears numeric
@attribute TrainingTimesLastYear numeric
@attribute WorkLifeBalance numeric
@attribute YearsAtCompany numeric
@attribute YearsInCurrentRole numeric
@attribute YearsSinceLastPromotion numeric
@attribute YearsWithCurrManager numeric
@attribute Class_Attrition {Yes,No}

@data
31,Travel_Frequently,853,'Research & Development',1,1,'Life Sciences',1,1011,3,Female,96,3,2,'Manufacturing Director',1,Married,4148,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3,No
31,Travel_Frequently,793,Sales,20,3,'Life Sciences',1,1135,3,Male,67,4,1,'Sales Representative',4,Married,2791,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2,No
31,Travel_Frequently,874,'Research & Development',15,3,Medical,1,1160,3,Male,72,3,1,'Laboratory Technician',3,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2,Yes
31,Travel_Rarely,1332,'Research & Development',11,2,Medical,1,1251,3,Male,80,3,2,'Healthcare Representative',1,Married,6833,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1,No
31,Travel_Rarely,1062,'Research & Development',24,3,Medical,1,1252,3,Female,96,2,2,'Healthcare Representative',1,Single,6812,17198,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8,No
31,Non-Travel,587,Sales,2,4,'Life Sciences',1,1324,4,Female,57,3,3,'Sales Executive',3,Divorced,9852,8935,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6,No
31,Travel_Frequently,1060,Sales,1,3,'Life Sciences',1,1331,4,Female,54,3,1,'Sales Representative',2,Single,2302,8319,1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,2,Yes
31,Travel_Frequently,703,Sales,2,3,'Life Sciences',1,1379,3,Female,90,2,1,'Sales Representative',4,Single,2785,11882,7,Y,No,14,3,3,80,0,3,3,4,1,0,0,0,Yes
31,Travel_Rarely,330,'Research & Development',22,4,Medical,1,1389,4,Male,98,3,2,'Manufacturing Director',3,Married,6179,21057,1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7,Yes
31,Travel_Frequently,667,Sales,1,4,'Life Sciences',1,1427,2,Female,50,1,1,'Sales Representative',3,Single,1359,16154,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0,Yes
31,Travel_Rarely,182,'Research & Development',8,5,'Life Sciences',1,1430,1,Female,93,3,4,'Research Director',2,Single,16422,8847,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0,No
31,Travel_Rarely,202,'Research & Development',8,3,'Life Sciences',1,1433,1,Female,34,2,1,'Research Scientist',2,Single,1261,22262,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,Yes
31,Travel_Rarely,326,Sales,8,2,'Life Sciences',1,1453,1,Male,31,3,3,'Sales Executive',4,Divorced,10793,8386,1,Y,No,18,3,1,80,1,13,5,3,13,7,9,9,No
31,Travel_Frequently,1445,'Research & Development',1,5,'Life Sciences',1,1459,3,Female,100,4,3,'Manufacturing Director',2,Single,7446,8931,1,Y,No,11,3,1,80,0,10,2,3,10,8,4,7,Yes
31,Travel_Rarely,1398,'Human Resources',8,2,Medical,1,1461,4,Female,96,4,1,'Human Resources',2,Single,2109,24609,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2,No
31,Travel_Frequently,523,'Research & Development',2,3,'Life Sciences',1,1464,2,Male,94,3,1,'Laboratory Technician',4,Married,3722,21081,6,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2,Yes
31,Travel_Frequently,561,'Research & Development',3,3,'Life Sciences',1,1537,4,Female,33,3,1,'Research Scientist',3,Single,4084,4156,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7,Yes
31,Travel_Frequently,715,Sales,2,4,Other,1,1613,4,Male,54,3,2,'Sales Executive',1,Single,5332,21602,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3,No
31,Travel_Rarely,1112,Sales,5,4,'Life Sciences',1,1673,1,Female,67,3,2,'Sales Executive',4,Married,5476,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2,No
31,Travel_Rarely,741,'Research & Development',2,4,'Life Sciences',1,1721,2,Male,69,3,1,'Laboratory Technician',3,Married,3477,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3,No
31,Travel_Rarely,1003,Sales,5,3,'Technical Degree',1,1749,1,Male,51,3,2,'Sales Executive',3,Married,8346,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2,No
31,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,'Sales Executive',3,Married,8161,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,Yes
31,Travel_Rarely,196,Sales,29,4,Marketing,1,1784,1,Female,91,2,2,'Sales Executive',4,Married,5468,13402,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7,No
31,Travel_Frequently,1125,Sales,7,4,Marketing,1,1833,1,Female,68,3,3,'Sales Executive',1,Married,9637,8277,2,Y,No,14,3,4,80,2,9,3,3,3,2,2,2,No
31,Travel_Rarely,359,'Human Resources',18,5,'Human Resources',1,1842,4,Male,89,4,1,'Human Resources',1,Married,2956,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0,Yes
31,Travel_Rarely,311,'Research & Development',20,3,'Life Sciences',1,1881,2,Male,89,3,2,'Laboratory Technician',3,Divorced,4197,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2,No
31,Travel_Rarely,1079,Sales,10,2,Medical,1,1912,3,Female,86,3,2,'Sales Executive',4,Divorced,6583,20115,2,Y,Yes,11,3,4,80,1,8,2,3,5,2,1,4,No
31,Travel_Rarely,471,'Research & Development',4,3,Medical,1,1916,1,Female,62,4,1,'Laboratory Technician',3,Divorced,3978,16031,8,Y,No,12,3,2,80,1,4,0,2,2,2,2,2,No
31,Non-Travel,976,'Research & Development',3,2,Medical,1,1948,3,Male,48,3,1,'Research Scientist',1,Divorced,3065,3995,1,Y,Yes,13,3,4,80,1,4,3,4,4,2,2,3,No
31,Travel_Frequently,754,Sales,26,4,Marketing,1,1967,1,Male,63,3,2,'Sales Executive',4,Married,5617,21075,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8,Yes
31,Travel_Rarely,1276,'Research & Development',2,1,Medical,1,1974,4,Female,59,1,1,'Laboratory Technician',4,Divorced,1129,17536,1,Y,Yes,11,3,3,80,3,1,4,3,1,0,0,0,No
31,Travel_Rarely,1154,Sales,2,2,'Life Sciences',1,1996,1,Male,54,3,1,'Sales Representative',3,Married,3067,6393,0,Y,No,19,3,3,80,1,3,1,3,2,2,1,2,No
31,Non-Travel,325,'Research & Development',5,3,Medical,1,2057,2,Male,74,3,2,'Manufacturing Director',1,Single,9936,3787,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7,No
32,Travel_Frequently,1005,'Research & Development',2,2,'Life Sciences',1,8,4,Male,79,3,1,'Laboratory Technician',4,Single,3068,11864,0,Y,No,13,3,3,80,0,8,2,2,7,7,3,6,No
32,Travel_Rarely,334,'Research & Development',5,2,'Life Sciences',1,21,1,Male,80,4,1,'Research Scientist',2,Divorced,3298,15053,0,Y,Yes,12,3,4,80,2,7,5,2,6,2,0,5,No
32,Travel_Rarely,548,'Research & Development',1,3,'Life Sciences',1,96,2,Male,66,3,2,'Research Scientist',2,Married,6220,7346,1,Y,No,17,3,2,80,2,10,3,3,10,4,0,9,No
32,Travel_Rarely,1093,Sales,6,4,Medical,1,125,2,Male,87,3,2,'Sales Executive',3,Single,5010,24301,1,Y,No,16,3,1,80,0,12,0,3,11,8,5,7,No
32,Travel_Rarely,827,'Research & Development',1,1,'Life Sciences',1,134,4,Male,71,3,1,'Research Scientist',1,Single,2956,15178,1,Y,No,13,3,4,80,0,1,2,3,1,0,0,0,No
32,Travel_Frequently,689,Sales,9,2,Medical,1,195,4,Male,35,1,2,'Sales Executive',4,Divorced,4668,22812,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7,No
32,Travel_Frequently,967,Sales,8,3,Marketing,1,207,2,Female,43,3,3,'Sales Executive',4,Single,8998,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7,No
32,Travel_Rarely,1045,Sales,4,4,Medical,1,291,4,Male,32,1,3,'Sales Executive',4,Married,10400,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8,Yes
32,Travel_Rarely,1401,Sales,4,2,'Life Sciences',1,330,3,Female,56,3,1,'Sales Representative',2,Married,3931,20990,2,Y,No,11,3,1,80,1,6,5,3,4,3,1,2,No
32,Travel_Rarely,515,'Research & Development',1,3,'Life Sciences',1,331,4,Male,62,2,1,'Laboratory Technician',3,Single,3730,9571,0,Y,Yes,14,3,4,80,0,4,2,1,3,2,1,2,Yes
32,Non-Travel,976,Sales,26,4,Marketing,1,333,3,Male,100,3,2,'Sales Executive',4,Married,4465,12069,0,Y,No,18,3,1,80,0,4,2,3,3,2,2,2,No
32,Travel_Rarely,128,'Research & Development',2,1,'Technical Degree',1,362,4,Male,84,2,2,'Laboratory Technician',1,Single,2176,19737,4,Y,No,13,3,4,80,0,9,5,3,6,2,0,4,No
32,Travel_Rarely,906,Sales,7,3,'Life Sciences',1,420,4,Male,91,2,2,'Sales Executive',3,Married,5484,16985,1,Y,No,14,3,3,80,1,13,3,2,13,8,4,8,No
32,Travel_Rarely,588,Sales,8,2,'Technical Degree',1,436,3,Female,65,2,2,'Sales Executive',2,Married,5228,24624,1,Y,Yes,11,3,4,80,0,13,2,3,13,12,11,9,No
32,Travel_Rarely,1018,'Research & Development',2,4,Medical,1,439,1,Female,74,4,2,'Research Scientist',4,Single,5055,10557,7,Y,No,16,3,3,80,0,10,0,2,7,7,0,7,No
32,Travel_Rarely,1062,'Research & Development',2,3,Medical,1,471,3,Female,75,3,1,'Laboratory Technician',2,Married,2370,3956,1,Y,No,13,3,3,80,1,8,4,3,8,0,0,7,No
32,Non-Travel,1474,Sales,11,4,Other,1,631,4,Male,60,4,2,'Sales Executive',3,Married,4707,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2,Yes
32,Travel_Rarely,646,'Research & Development',9,4,'Life Sciences',1,679,1,Female,92,3,2,'Research Scientist',4,Married,6322,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5,No
32,Travel_Rarely,929,Sales,10,3,Marketing,1,722,4,Male,55,3,2,'Sales Executive',4,Single,5396,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8,No
32,Travel_Rarely,1018,'Research & Development',3,2,'Life Sciences',1,727,3,Female,39,3,3,'Research Director',4,Single,11159,19373,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7,No
32,Travel_Frequently,430,'Research & Development',24,4,'Life Sciences',1,772,1,Male,80,3,2,'Laboratory Technician',4,Married,5309,21146,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7,No
32,Travel_Rarely,859,'Research & Development',4,3,'Life Sciences',1,830,3,Female,98,2,2,'Manufacturing Director',3,Married,6162,19124,1,Y,No,12,3,3,80,1,14,3,3,14,13,6,8,No
32,Travel_Rarely,117,Sales,13,4,'Life Sciences',1,859,2,Male,73,3,2,'Sales Executive',4,Divorced,4403,9250,2,Y,No,11,3,3,80,1,8,3,2,5,2,0,3,No
32,Travel_Rarely,638,'Research & Development',8,2,Medical,1,865,3,Female,91,4,2,'Research Scientist',3,Married,5175,22162,5,Y,No,12,3,3,80,1,9,3,2,5,3,1,3,No
32,Non-Travel,300,'Research & Development',1,3,'Life Sciences',1,882,4,Male,61,3,1,'Laboratory Technician',4,Divorced,2314,9148,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2,No
32,Travel_Frequently,379,Sales,5,2,'Life Sciences',1,889,2,Male,48,3,2,'Sales Executive',2,Married,6524,8891,1,Y,No,14,3,4,80,1,10,3,3,10,8,5,3,No
32,Travel_Rarely,498,'Research & Development',3,4,Medical,1,966,3,Female,93,3,2,'Manufacturing Director',1,Married,6725,13554,1,Y,No,12,3,3,80,1,8,2,4,8,7,6,3,No
32,Non-Travel,1109,'Research & Development',29,4,Medical,1,1046,4,Female,69,3,1,'Laboratory Technician',3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,No
32,Non-Travel,862,Sales,2,1,'Life Sciences',1,1190,3,Female,76,3,1,'Sales Representative',1,Divorced,2827,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0,No
32,Travel_Frequently,1316,'Research & Development',2,2,'Life Sciences',1,1235,4,Female,38,3,2,'Research Scientist',3,Single,4998,2338,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7,No
32,Travel_Rarely,604,Sales,8,3,Medical,1,1304,3,Male,56,4,2,'Sales Executive',4,Married,6209,11693,1,Y,No,15,3,3,80,2,10,4,4,10,7,0,8,No
32,Travel_Rarely,1089,'Research & Development',7,2,'Life Sciences',1,1309,4,Male,79,3,2,'Laboratory Technician',3,Married,4883,22845,1,Y,No,18,3,1,80,1,10,3,3,10,4,1,1,Yes
32,Travel_Rarely,499,Sales,2,1,Marketing,1,1396,3,Male,36,3,2,'Sales Executive',2,Married,4078,20497,0,Y,Yes,13,3,1,80,3,4,3,2,3,2,1,2,No
32,Travel_Rarely,601,Sales,7,5,Marketing,1,1446,4,Male,97,3,2,'Sales Executive',4,Married,9204,23343,4,Y,No,12,3,3,80,1,7,3,2,4,3,0,3,No
32,Travel_Rarely,824,'Research & Development',5,2,'Life Sciences',1,1555,4,Female,67,2,2,'Research Scientist',2,Married,5878,15624,3,Y,No,12,3,1,80,1,12,2,3,7,1,2,5,No
32,Non-Travel,1200,'Research & Development',1,4,'Technical Degree',1,1574,4,Male,62,3,2,'Research Scientist',1,Married,4087,25174,4,Y,No,14,3,2,80,1,9,3,2,6,5,1,2,No
32,Travel_Rarely,634,'Research & Development',5,4,Other,1,1607,2,Female,35,4,1,'Research Scientist',4,Married,3312,18783,3,Y,No,17,3,4,80,2,6,3,3,3,2,0,2,No
32,Travel_Rarely,977,'Research & Development',2,3,Medical,1,1671,4,Male,45,3,2,'Research Scientist',2,Divorced,5470,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6,No
32,Travel_Rarely,1259,'Research & Development',2,4,'Life Sciences',1,1692,4,Male,95,3,1,'Laboratory Technician',2,Single,1393,24852,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,Yes
32,Travel_Frequently,585,'Research & Development',10,3,'Life Sciences',1,1720,1,Male,56,3,1,'Research Scientist',3,Married,3433,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3,No
32,Travel_Rarely,964,Sales,1,2,'Life Sciences',1,1734,1,Male,34,1,2,'Sales Executive',2,Single,6735,12147,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0,Yes
32,Travel_Rarely,371,Sales,19,3,'Life Sciences',1,1739,4,Male,80,1,3,'Sales Executive',3,Married,9610,3840,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2,No
32,Non-Travel,953,'Research & Development',5,4,'Technical Degree',1,1764,2,Male,65,3,1,'Research Scientist',2,Single,2718,17674,2,Y,No,14,3,2,80,0,12,3,3,7,7,0,7,No
32,Travel_Frequently,1318,Sales,10,4,Marketing,1,1853,4,Male,79,3,2,'Sales Executive',4,Single,4648,26075,8,Y,No,13,3,3,80,0,4,2,4,0,0,0,0,No
32,Travel_Rarely,414,Sales,2,4,Marketing,1,1862,3,Male,82,2,2,'Sales Executive',2,Single,9907,26186,7,Y,Yes,12,3,3,80,0,7,3,2,2,2,2,2,Yes
32,Travel_Frequently,238,'Research & Development',5,2,'Life Sciences',1,1939,1,Female,47,4,1,'Research Scientist',3,Single,2432,15318,3,Y,Yes,14,3,1,80,0,8,2,3,4,1,0,3,Yes
32,Non-Travel,1146,'Research & Development',15,4,Medical,1,1955,3,Female,34,3,2,'Healthcare Representative',4,Divorced,6667,16542,5,Y,No,18,3,2,80,1,9,6,3,5,1,1,2,No
32,Travel_Rarely,267,'Research & Development',29,4,'Life Sciences',1,2010,3,Female,49,2,1,'Laboratory Technician',2,Single,2837,15919,1,Y,No,13,3,3,80,0,6,3,3,6,2,4,1,No
32,Travel_Rarely,234,Sales,1,4,Medical,1,2013,2,Male,68,2,1,'Sales Representative',2,Married,2269,18024,0,Y,No,14,3,2,80,1,3,2,3,2,2,2,2,No
32,Travel_Rarely,801,Sales,1,4,Marketing,1,2016,3,Female,48,3,3,'Sales Executive',4,Married,10422,24032,1,Y,No,19,3,3,80,2,14,3,3,14,10,5,7,No
32,Travel_Rarely,529,'Research & Development',2,3,'Technical Degree',1,2038,4,Male,78,3,1,'Research Scientist',1,Single,2439,11288,1,Y,No,14,3,4,80,0,4,4,3,4,2,1,2,No
33,Travel_Frequently,1392,'Research & Development',3,4,'Life Sciences',1,5,4,Female,56,3,1,'Research Scientist',3,Married,2909,23159,1,Y,Yes,11,3,3,80,0,8,3,3,8,7,3,0,No
33,Travel_Rarely,924,'Research & Development',2,3,Medical,1,39,3,Male,78,3,1,'Laboratory Technician',4,Single,2496,6670,4,Y,No,11,3,4,80,0,7,3,3,1,1,0,0,No
33,Travel_Frequently,1141,Sales,1,3,'Life Sciences',1,52,3,Female,42,4,2,'Sales Executive',1,Married,5376,3193,2,Y,No,19,3,1,80,2,10,3,3,5,3,1,3,No
33,Travel_Frequently,515,'Research & Development',1,2,'Life Sciences',1,73,1,Female,98,3,3,'Research Director',4,Single,13458,15146,1,Y,Yes,12,3,3,80,0,15,1,3,15,14,8,12,No
33,Non-Travel,750,Sales,22,2,Marketing,1,160,3,Male,95,3,2,'Sales Executive',2,Married,6146,15480,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7,No
33,Travel_Rarely,134,'Research & Development',2,3,'Life Sciences',1,242,3,Male,90,3,1,'Research Scientist',4,Single,2500,10515,0,Y,No,14,3,1,80,0,4,2,4,3,1,0,2,No
33,Travel_Rarely,931,'Research & Development',14,3,Medical,1,252,4,Female,72,3,1,'Research Scientist',2,Married,2756,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,No
33,Travel_Rarely,813,'Research & Development',14,3,Medical,1,325,3,Male,58,3,1,'Laboratory Technician',4,Married,2436,22149,5,Y,Yes,13,3,3,80,1,8,2,1,5,4,0,4,Yes
33,Travel_Rarely,832,'Research & Development',5,4,'Life Sciences',1,338,3,Female,63,2,1,'Research Scientist',4,Married,2911,14776,1,Y,No,13,3,3,80,1,2,2,2,2,2,0,2,No
33,Travel_Frequently,553,'Research & Development',5,4,'Life Sciences',1,428,4,Female,74,3,3,Manager,2,Married,11878,23364,6,Y,No,11,3,2,80,2,12,2,3,10,6,8,8,No
33,Travel_Frequently,508,Sales,10,3,Marketing,1,446,2,Male,46,2,2,'Sales Executive',4,Single,4682,4317,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1,No
33,Travel_Rarely,350,Sales,5,3,Marketing,1,485,4,Female,34,3,1,'Sales Representative',3,Single,2851,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0,Yes
33,Travel_Rarely,1277,'Research & Development',15,1,Medical,1,582,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7,Yes
33,Travel_Rarely,587,'Research & Development',10,1,Medical,1,584,1,Male,38,1,1,'Laboratory Technician',4,Divorced,3408,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3,Yes
33,Travel_Rarely,922,'Research & Development',1,5,Medical,1,612,1,Female,95,4,4,'Research Director',3,Divorced,16184,22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5,No
33,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,3,Male,39,3,2,'Sales Executive',3,Divorced,7104,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2,No
33,Travel_Frequently,1076,'Research & Development',3,3,'Life Sciences',1,702,1,Male,70,3,1,'Research Scientist',1,Single,3348,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7,Yes
33,Travel_Rarely,527,'Research & Development',1,4,Other,1,780,4,Male,63,3,1,'Research Scientist',4,Single,2686,5207,1,Y,Yes,13,3,3,80,0,10,2,2,10,9,7,8,Yes
33,Travel_Rarely,213,'Research & Development',7,3,Medical,1,817,3,Male,49,3,3,'Research Director',3,Married,11691,25995,0,Y,No,11,3,4,80,0,14,3,4,13,9,3,7,No
33,Travel_Rarely,118,Sales,16,3,Marketing,1,819,1,Female,69,3,2,'Sales Executive',1,Single,5324,26507,5,Y,No,15,3,3,80,0,6,3,3,3,2,0,2,Yes
33,Travel_Rarely,1075,'Human Resources',3,2,'Human Resources',1,910,4,Male,57,3,1,'Human Resources',2,Divorced,2277,22650,3,Y,Yes,11,3,3,80,1,7,4,4,4,3,0,3,No
33,Travel_Rarely,1198,'Research & Development',1,4,Other,1,939,3,Male,100,2,1,'Research Scientist',1,Single,2799,3339,3,Y,Yes,11,3,2,80,0,6,1,3,3,2,0,2,No
33,Travel_Rarely,1069,'Research & Development',1,3,'Life Sciences',1,969,2,Female,42,2,2,'Healthcare Representative',4,Single,6949,12291,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4,No
33,Non-Travel,722,Sales,17,3,'Life Sciences',1,992,4,Male,38,3,4,Manager,3,Single,17444,20489,1,Y,No,11,3,4,80,0,10,2,3,10,8,6,0,No
33,Travel_Rarely,461,'Research & Development',13,1,'Life Sciences',1,995,2,Female,53,3,1,'Research Scientist',4,Single,3452,17241,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2,No
33,Travel_Frequently,827,'Research & Development',1,4,Other,1,998,3,Female,84,4,2,'Healthcare Representative',2,Married,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2,No
33,Non-Travel,1038,Sales,8,1,'Life Sciences',1,1044,2,Female,88,2,1,'Sales Representative',4,Single,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2,No
33,Travel_Rarely,654,'Research & Development',5,3,'Life Sciences',1,1099,4,Male,34,2,3,'Healthcare Representative',4,Divorced,7119,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2,No
33,Travel_Frequently,970,Sales,7,3,'Life Sciences',1,1114,4,Female,30,3,2,'Sales Executive',2,Married,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,No
33,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,Female,77,3,2,'Sales Executive',1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3,Yes
33,Travel_Rarely,147,'Human Resources',2,3,'Human Resources',1,1207,2,Male,99,3,1,'Human Resources',3,Married,3600,8429,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4,No
33,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,2,Female,82,3,2,'Sales Executive',3,Married,4539,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1,No
33,Travel_Rarely,117,'Research & Development',9,3,Medical,1,1238,1,Male,60,3,1,'Research Scientist',4,Married,2781,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10,No
33,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,82,4,3,'Sales Executive',3,Divorced,8380,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8,No
33,Travel_Frequently,1111,Sales,5,1,'Life Sciences',1,1395,2,Male,61,3,2,'Sales Executive',4,Married,9998,19293,6,Y,No,13,3,1,80,0,8,2,4,5,4,1,2,No
33,Travel_Frequently,430,Sales,7,3,Medical,1,1477,4,Male,54,3,2,'Sales Executive',1,Married,4373,17456,0,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,No
33,Travel_Rarely,1099,'Research & Development',4,4,Medical,1,1502,1,Female,82,2,1,'Laboratory Technician',2,Married,3838,8192,8,Y,No,11,3,4,80,0,8,5,3,5,4,0,2,No
33,Travel_Rarely,516,'Research & Development',8,5,'Life Sciences',1,1515,4,Male,69,3,2,'Healthcare Representative',3,Single,6388,22049,2,Y,Yes,17,3,1,80,0,14,6,3,0,0,0,0,No
33,Travel_Rarely,575,'Research & Development',25,3,'Life Sciences',1,1545,4,Male,44,2,2,'Manufacturing Director',2,Single,4320,24152,1,Y,No,13,3,4,80,0,5,2,3,5,3,0,2,No
33,Travel_Rarely,589,'Research & Development',28,4,'Life Sciences',1,1549,2,Male,79,3,2,'Laboratory Technician',3,Married,5207,22949,1,Y,Yes,12,3,2,80,1,15,3,3,15,14,5,7,No
33,Travel_Rarely,1242,Sales,8,4,'Life Sciences',1,1560,1,Male,46,3,2,'Sales Executive',1,Married,6392,10589,2,Y,No,13,3,4,80,1,8,6,1,2,2,2,2,No
33,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,Male,93,3,2,'Sales Executive',4,Divorced,5505,3921,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4,No
33,Travel_Rarely,267,'Research & Development',21,3,Medical,1,1698,2,Male,79,4,1,'Laboratory Technician',2,Married,2028,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13,No
33,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,62,3,2,'Sales Executive',2,Single,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7,No
33,Non-Travel,775,'Research & Development',4,3,'Technical Degree',1,1771,4,Male,90,3,2,'Research Scientist',2,Divorced,3055,6194,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7,No
33,Travel_Rarely,867,'Research & Development',8,4,'Life Sciences',1,1798,4,Male,90,4,1,'Research Scientist',1,Married,3143,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6,No
33,Travel_Rarely,217,Sales,10,4,Marketing,1,1924,2,Male,43,3,2,'Sales Executive',3,Single,5487,10410,1,Y,No,14,3,2,80,0,10,2,2,10,4,0,9,No
33,Non-Travel,1313,'Research & Development',1,2,Medical,1,1994,2,Male,59,2,1,'Laboratory Technician',3,Divorced,2008,20439,1,Y,No,12,3,3,80,3,1,2,2,1,1,0,0,No
33,Travel_Rarely,501,'Research & Development',15,2,Medical,1,2009,2,Female,95,3,2,'Healthcare Representative',4,Married,4878,21653,0,Y,Yes,13,3,1,80,1,10,6,3,9,7,8,1,No
